text,label,language,length
#TVDuell Frage an die beiden : Ich muss mit weniger als 400€ im monat klar kommen warum wird die jugend die... http,1,de,22
"Muchos días de sol, calor y numerosos incendios. En España hace mucha falta que llueva y parece que no queda mucho",2,es,21
Amazon OUTLET SCHUHE &amp; HANDTASCHEN jetzt stark reduziert http,1,de,9
"@user @user So honestly, even if the PC version is great, it sounds like PS4 is terrific as well. May just come to preference."" ",0,en,24
"übrigens sind das im neuen nintendo 2ds keine zwei separaten bildschirme, sondern nur ein(!) großer... http",1,de,16
"RT @user: Will ihn einfach nur bei mir haben, in seinen Armen liegen, seine Nähe, seine Wärme genießen, seine Liebe spüren.♡",0,de,21
Okay so change of plans startin the Sydney dalton diet tomorrow because we couldnt get to the store yesterday ,2,en,19
"the most important thing madonna has ever said is "" don't go for 2nd best "" ",0,en,16
Everything about Brownsville is just bad and depressing. Can\u2019t wait to go back home tomorrow. ,2,en,15
Casi siempre me hacen fotos sola y quiero fotos cuquis con gente,2,es,12
@user Lo pronunciamos pellót así fuerte!! . Cl,1,es,8
ROUNDUP: Griechenland benötigt laut SPD hohen zweistelligen Milliardenbetrag - AktienCheck: Presse... http #WiNewGooDe,1,de,13
@user porque si digo que quiero mamón chino me dicen una vulgaridad,2,es,12
"""The Borno state police commissioner, Aderemi Opadokun, on Monday confirmed fresh attacks by the Boko Haram sect... ",2,en,17
TVG verliert nach guter Leistung 0:1 gegen Satrup (Pokal). Weiter kämpfen Männer!,0,de,12
Fiat Panda Neuwagen günstig kaufen mit Rabatt - Premiumcars24 Neuwagen kaufen mit Rabatt http,1,de,14
@user woody are you going to do another mail monday with FPS Russia cause the last one was hilarious that was by far my fav#GENIUS ,0,en,25
@user ya mismo seguro! Un abrazo fuerte,0,es,7
"hhahha duh , wenn Lūgen Ghuet wäre denn besch duh am träume — ya ich bin von meiner träum noch nicht aufgewacht http",0,de,23
Gerardo Martino trauert Sieg gegen AC Milan nach http #championsleague,2,de,10
¡Ya tenemos ganadora! Felicidades @user Nos hablamos por mensaje. ¡Gracias a todos por participar!,0,es,14
@user jajajaja yo creo que esa fue improvisto eh! muchas grasias hermosa!!,0,es,12
La final de @user esta esta muy interesante,0,es,8
Im so tired that Zulu is the 1st word that pops in my mind ,2,en,14
"@user According to media, it may or may not be bad if Kanye West did run for president.  We've had entertainers participate before."" ",1,en,23
Erzwungene Digitalisierung http,1,de,3
@user soy un hombre OCUPADO que no puede estar pendiente de estas cosas,2,es,13
@user schraibn :o bin in letzter zeit viel mit anderen leuten am quatschen^^,2,de,13
"""But Justin Bieber may be, but her real taste if you call _catching him._ It will always remain-- """"Your promise to hope for"" ",0,en,23
@user illo que ya me han enviado 5 personas diferentes snpachats con palomitas,1,es,13
@user @user @user las tengo pero aún no las he leído. Caerán prontito,0,es,13
Hola @user,1,de,2
"Como dijo @user, ""hay que ignorar a los trolls"", después de años usé de nuevo el block, el más pesado y bobo que conocí",2,es,24
Era mas el ambiente chungo,2,es,5
"""White Sox have runners on corners with 1 out and are trailing 5-3 in 9th. Ramirez up, Beckham pinch running at 1st for LaRoche."" ",1,en,24
Miley was a child actor.I'm sure most of the net worth is from the Hannah Montana days.C'mon now. Don't play Nicki.  ,2,en,21
October 18 is the birthday of Chuck Berry. About the talent in his chart\u002c see Art&Astrology: ,1,en,16
"RT @user: „Ich beuge mich meinem Schicksal..“ „Du stehst auf.“ „..ist nicht leicht, sich damit abzufinden..“ „Du stehst nur auf!“ „AM…",2,de,21
@user Keine Ahnung.,1,de,3
"@user naja, nicht unbedingt abwegig ^^",2,de,6
"""FRIDAY Get out of the cold &amp; join us at Rum Runners in Dennisport, 9pm. Then bundle up SATURDAY and join George &amp;... ",0,en,23
RT @user: Regierungsbildung in Hessen: FDP schließt „nichts mehr aus“ http,1,de,11
If I end up going to Disneyland tomorrow I'll be the happiest girl on this planet ,0,en,16
@user *gaaaaaaaanz fest drück* was los?,0,de,6
Wowereit gratuliert Horst Milde zum 75. Geburtstag Berlins Regierender Bürgermeister Klaus http http,0,de,13
"""...größer als bisher angenommen."" Wat'n Quatsch! Wer soll da wieviel angenommen haben? Wir denken das Schlimmste and then some! #GCHQ",2,de,20
Hahahaha Tränen gelacht :'D http,0,de,5
"""Top 5 Pgs Rondo, Rose , Deron, Paul, ???....don't kno the 5th"" ",2,en,12
Selling 2 tickets to madonna's sept 10 show. Let me know if you're interested ,1,en,14
When you're leaving Saturday but your cousin offers you an extra Foo Fighters ticket... ,0,en,14
RT @user: @user ich auch muss schon um 6 aufstehen :( danke du auch love you xx :) &lt;3,0,de,19
.@IAA_Bahrain Look at all the media coverage of #Bahrain regime's arrest of Nabeel Rajab 1 Oct 2014   ,1,en,17
omg zu schwer http,2,de,4
Martita guapa verde Brandon  Se que no pega la foto pero  http,1,es,12
ePlayer: Highlights Türkei - Niederlande. Titel: WM-Quali: Robben stürzt Türkei ins Tal der Tränen. Kanal: Länderspiele,1,de,16
"Fürth, wo alte Frauen Air Force tragen und Jugendliche lieber zu ausgelatschten Pumaschuhen greifen.",1,de,14
Last night may have been my last Digi concert for a while. But I had an amazing night. Thank you for everything Digi. @user ,0,en,24
@user also das geht gar nich sowas. Bei ihrem Chef müsste man sich beschweren. Die Frau soll ihr was beibringen u is so drauf.,2,de,24
dios acabo de recoger mis libros pa segundo de bachillerato y el de historia de españa y el de geografía son jodidamente gordos,2,es,23
Make sure to be part of the upcoming EuroFM members meeting in Milan! #networkwithFMprofessionals ,0,en,14
@user puedes ver el partido en directo en el Facebook de informe Bolorino,1,es,13
"@user Gracias a datos como esos, hoy día tenemos un mejor catálogo sísmico con datos históricos",0,es,16
"Arigato !! Nur das, mehr nicht. Japanisch -,-",1,de,8
Pero tenemos fe en que el TEC sea igual de masoquista que siempre y nos haga ir a como de lugar.,2,es,21
"@user ya somos dos, que triste",2,es,6
"On page 160 of 400 of Angelfall. Fürchtet euch, by Susan Ee: Die Wortgefechte von Raffe und Penryn sind ja wirklic... http",1,de,22
"06.08.13 16:00 Bludenz: heiter, dunstig 31°C. Wind:N/4 km/h. Regen:0,0mm http",1,de,10
"@user Wieso muss man immer alles alte, gute wo funktioniert hat und wo jeder zufrieden mit war, einfach über den Haufen werfen?",2,de,22
"Extrem flacher, berührungsloser Winkelsensor http",1,de,5
The only reason Dustin Johnson didn't play  well is because it's a Sunday.  Luckily for him the final round is on Monday.  #TheOpen2015 ,0,en,23
Yo quiero más lasaña de ayer! Cocinan rico donde me adoptaron ayer,0,es,12
@user Muchas gracias atrasadas!! Esto del Twitter hacia que no lo miraba.... Un abrazoteee!!,0,es,14
Unverbindliches Kredit-Angebot für Schufa-freies Darlehen: Günstiger Anbieter für Ihren Online Kredit http,1,de,12
"@user the 5th had Sakura get Naruto, but he can't leave till he learns his new jutsu!"" ",1,en,17
@user want me to bring u Dunkin tomorrow ,1,en,8
@user @user A mi Movistar me llama para preguntarme si estoy satisfecho con mi servicio y si hay algo que puede hacer por mi,1,es,24
@user @user ha! Probably google. Get some pro ones done for the next time! Off to @user tomorrow! Can't wait ,0,en,20
"@user meiner nicht.. -.- Warte noch darauf, dass meine Tutorien ausgelost werden und die Chancen werden immer schlechter.. -.-",2,de,19
"@user te recuerdo que soy una persona que tiene criterio, equivocado, pero lo tengo",1,es,14
"""Ich bin mehr so 'ne schöne, gelbe Banane."" #was o_O",2,de,10
@user und dann mich anrufen und 5 minuten ente ente ente ente ente sagen. ja das kannst nur du xD,0,de,20
@user Ironman Wales in September? Fancy it? Warm welcome from us Welshies in Tenby! ,0,en,14
So. Letzte Zigarette für heute. Morgen wieder 10 Stunden arbeiten *seufz,2,de,11
Asiatische Cosplayer sehen bei so richtig männlichen Cosplays auch nur scheiße aus,2,de,12
"Volksbank Raiffeisenbank Dachau eG, Kammerberg: ""alles bestens"" http",1,de,8
"@user Pero la verdad es que en general no voy mal de motivación... casi al revés, me sobra motivación (y ego",0,es,21
#nowplaying die neue Scheibe von Someone´s Diary http Yuppiduppi! Aber das sagte ich ja schon mal ...,0,de,17
Tenemos nueva actualizacion en F1 2016! Muchos cambios y mejoras   http,0,es,11
@user may be they dont wanna hurt the fans with zayn's pic with the boys! ,1,en,15
"@user si al final acabamos hablando un rato, era muy simpática  @user",0,es,12
vale acabo de ver algo muy desagradable gracias cris y buenas noches,2,es,12
"@user una de mis favoritas de tu galería, la luz que captaste es muy misteriosa además... me encanta!",0,es,18
@user da bin ich in letzter zeit auch öfter und heute war es da richtig schön :3,0,de,17
Medien ohne Moral – 25 Jahre nach dem Gladbecker Geiseldrama #srf http,1,de,12
"@user @user  #NecesitoElViajeAAndalucia bueno si un tal premio al mongol o algo así, pero eso era malo",2,es,17
@user Curtis died 26 Dec 1999. What is it with Christmas and my musical heroes?! ,2,en,15
"Hoy me sentí como grace de ""al fondo hay sitio"" cuando la atropellaron, solo que no fue de mentira y casi no la cuento que horrible",2,es,26
@user ooops cierto. Me mata @user,2,es,6
YOU CAN'T TWERK WITH US! *Gretchen Weiner voice.,2,de,8
"""Foo Fighters in October, Shinedown in November, Jaguars in December, and Razorbacks in between. Are you ready @user ?"" ",1,en,19
"RT @user: @user @user. Das kann ich empfehlen und unterstütze diesen Apell. Helft den Hilflosen, verhindert Missvers…",1,de,17
AEG Lavamat 72610: Fehlermeldung C9 http,1,de,6
La gente se descojona de mi cuando me indigno y no se lo toman en serio,2,es,16
"""March the entire Rose Parade in wooden shoes? The MOC-Floyd Valley \""""Pride of the Dutchmen\"""" High School (Orange... ",1,en,18
"@user 86 lach ,, heheheheheee ,,,",0,de,6
This next Superbowl is on my (21st) birthday. Random fact of the day. ,1,en,13
...an mit rein durfte ;D bzw.... eigentlich pennte er ja im Sessel als ich ins Bad schlich ;D ;D na ja.. nun bin ich wieder wach :)),0,de,27
"Let´s Play together Brickforce #10 Mist, Zu weit vom Mikro weg: http über @user",2,de,14
@user I guess you considered that 9th inning vs the Red Sox on Friday a comeback as well ,1,en,18
"""Thompson, White Sox rally to edge Red Sox: Trayce Thompson was 3-for-4 with 3 RBI Tuesday night while li... #news"" ",0,en,20
@user Schlaf gut und träume was schönes. &lt;3,0,de,8
"@user c'mon bruh, you watch Chelsea every week you aren't actually gonna tell me that Oscar works harder due to tackles are you? ",2,en,23
@user Cuando veas una que te guste de color no negro tell me,1,es,13
Havana Club Stoffbanner SELTEN: Axstedt | Original Havana Club Stoffbanner. Maße 160x80. Sehr seltenes und rar... http,1,de,17
@user Danke. Hübscher kleiner Kerl. ;),0,de,6
Voll schöner Vintage-Spiegel. Oder Retro. Weiß nicht genau. Eher vintage! #latergram #shabby #vintage http,0,de,14
"""You know it cost $900 to be in Miss Teen USA? I was like """"""""So... you want me to pay $900 to be in a pageant that I may or may not win?"""""""""" ",2,en,33
Ihr seht heute wunderschön aus! ❤️ You look beautiful today. #hamburg #welovehh #beauty http,0,de,14
"#Windows10 qué mal me caes... @user Para abrir cualquier navegador o aplicación es tan lento, torpe e ineficiente que da pavor",2,es,21
@user may you PLEASE release versions of Windows when its stable Windows 10 is no where near stable! ,2,en,18
@user Keinen Bock mehr...,2,de,4
"@user Va perfecto entonces, ¡muchas gracias!",0,es,6
Sorry I can't make it in to work tomorrow got caught in a SHARKNADO ,2,en,14
"@user Que guapísimo , dejaron mendizorroza, pero San mames ... de los + guapos del MUNDO¡¡ sin duda.(opinión)",0,es,18
"RT @user: @user Nur dort zu predigen, wo eh alle zustimmend nicken, hat keinen Sinn. #wieschafeunterdiewölfe""",2,de,16
"@user @user Yahweh willing, may all the Jews of the world reunite in Israel and find their stay. Jewry migration today."" ",0,en,21
Congo-Kinshasa: Govt Forces Seize 'Last Major' Rebel Base: [Deutsche Welle]Congolese officials say government ... http,1,de,15
"@user Ánimo, Jorge. Piensa en tus nuevas víctimas",1,es,8
"""Hollywood actress Sharon Stone, 55, chaired an AIDS Research Fund Raiser despite being hospitalised with a migraine on Friday."" ",1,en,19
@user @user @user Gran programa pero se extraña a Leto !,0,es,11
@user ich werde halt trotzdem noch viel zu schnell mad,2,de,10
Selling a ticket for Twilight Sad at the Barrowlands this Saturday (Face value) ,1,en,13
People are researching the Wolf crash to try and make SC racing safer. If anyone found his GoPro contact Me or Brian Sperry. It may help. ,2,en,26
"Massimo Bottura está en América. Está en México. Y yo estoy aquí, acostada en mi cama, sufriendoooo!!! Quiero conocerlo",2,es,19
"@user bin selber fanboy,aber nicht ganz so fanatisch. hoffe ich. ;)",0,de,11
"""Winnipeg Sun: """"But make no mistake: Janet Jackson played to win. And did."""" #UnbreakableWinnipeg #UnbreakableWorldTour ",0,en,15
Klasse Übung http,0,de,3
"@user I had Arian Foster so I'm on 26 already, but having Luck and Hilton puts you in a good place going into NFL Sunday."" ",0,en,25
"""Her is a Chevy Spark in Dons favorite color.  I may joke, but this color sells out as soon as the dealer gets... ",0,en,23
Einfach nur ma kurz chillen http,0,de,6
Thanks to Amazon Prime I have a new phone case coming tomorrow. I don't want to do what my momma did and drop it and smash the screen. ,0,en,28
"Voy a cambiar mi vida, dejaré de salir por un buen tiempo",1,es,12
@user Espero llegar y encontrar esa impresora 3D,1,es,8
"Decidme que al final de la gala diréis , QUE COMIENCEN LOS JUEGOS DEL HAMBRE! que al final solo quedará uno  #Gala1GH17",1,es,22
"Lo conseguí, fin de inventario, despues de dos dias de duro trabajo, ahora a dormir, ya huelo laas vacacioness",0,es,19
Just remembered I'm taking the PSSAs tomorrow. #Fml ,2,en,8
El huevin respectivo debido al feriado...vao a meter una caminata mas sus chelitas para al menos ver que hay abierto en la calle.,1,es,23
Tolle Betriebsanleitung... #heuteshow #GroßeKoalition #GroKo http,0,de,6
Wohnungsübergabe – Ablehnung durch Vermieter: Wohnungsübergabe – Ablehnung durch Vermieter Lehnt ein Ver... http Recht,1,de,15
I think I may have spent too much on Carmelo Anthony. I only hope that his thick-framed black glasses will console me in the post-season. ,2,en,25
Mis anteojos están demasiado flojos y eso que tienen meses de comprados,2,es,12
Wilt Chamberlain dropped 100 PT\u2019s with NO THREES ! C\u2019mon son ,2,en,11
@user thank Chris! Great to meet you both too.   The descent today was unbelievable! Now in Lugano ahead of tomorrow's ride to Milan. ,0,en,23
"Was macht eigentlich ein Vermögensberater, wie macht er es und v.a. warum braucht eigentlich jeder einen?! Diese... http",1,de,18
Lo bueno que mñn acaba sus finales,1,es,7
"@user ""We are the 1st generation 2 feel the impact of climate change &amp; the last that can do something about it"" Obama ",0,en,23
Will this really be it for Mayweather?: LAS VEGAS: Floyd Mayweather says he will call it quits after Saturday'... ,0,en,19
